root:x,root:y,root:z,lhipjoint:x,lhipjoint:y,lhipjoint:z,lfemur:x,lfemur:y,lfemur:z,ltibia:x,ltibia:y,ltibia:z,lfoot:x,lfoot:y,lfoot:z,ltoes:x,ltoes:y,ltoes:z,ltoes_end:x,ltoes_end:y,ltoes_end:z,rhipjoint:x,rhipjoint:y,rhipjoint:z,rfemur:x,rfemur:y,rfemur:z,rtibia:x,rtibia:y,rtibia:z,rfoot:x,rfoot:y,rfoot:z,rtoes:x,rtoes:y,rtoes:z,rtoes_end:x,rtoes_end:y,rtoes_end:z,lowerback:x,lowerback:y,lowerback:z,upperback:x,upperback:y,upperback:z,thorax:x,thorax:y,thorax:z,lowerneck:x,lowerneck:y,lowerneck:z,upperneck:x,upperneck:y,upperneck:z,head:x,head:y,head:z,head_end:x,head_end:y,head_end:z,lclavicle:x,lclavicle:y,lclavicle:z,lhumerus:x,lhumerus:y,lhumerus:z,lradius:x,lradius:y,lradius:z,lwrist:x,lwrist:y,lwrist:z,lhand:x,lhand:y,lhand:z,lfingers:x,lfingers:y,lfingers:z,lfingers_end:x,lfingers_end:y,lfingers_end:z,lthumb:x,lthumb:y,lthumb:z,lthumb_end:x,lthumb_end:y,lthumb_end:z,rclavicle:x,rclavicle:y,rclavicle:z,rhumerus:x,rhumerus:y,rhumerus:z,rradius:x,rradius:y,rradius:z,rwrist:x,rwrist:y,rwrist:z,rhand:x,rhand:y,rhand:z,rfingers:x,rfingers:y,rfingers:z,rfingers_end:x,rfingers_end:y,rfingers_end:z,rthumb:x,rthumb:y,rthumb:z,rthumb_end:x,rthumb_end:y,rthumb_end:z,
0.000000,0.000000,0.000000,0.525916,0.930270,1.400328,0.425096,0.835354,1.350369,0.469664,0.444070,1.314528,0.446173,0.058336,1.432606,0.454218,0.048917,1.341884,0.458543,0.077084,1.304924,0.525916,0.930270,1.400328,0.638977,0.838453,1.364257,0.604458,0.451079,1.323879,0.597452,0.080263,1.442373,0.623092,0.046700,1.350374,0.635882,0.042621,1.301368,0.525916,0.930270,1.400328,0.526980,1.029998,1.389268,0.528802,1.126824,1.369246,0.529138,1.226762,1.359047,0.520564,1.320598,1.376189,0.527659,1.415708,1.384615,0.535149,1.511331,1.373353,0.529138,1.226762,1.359047,0.376032,1.292224,1.333984,0.350674,1.043516,1.394868,0.299337,0.879848,1.328477,0.273668,0.798014,1.295281,0.269462,0.773342,1.257663,0.269857,0.751337,1.228636,0.273668,0.798014,1.295281,0.295671,0.771096,1.256206,0.529138,1.226762,1.359047,0.685447,1.308573,1.346520,0.717508,1.052165,1.429182,0.752552,0.900616,1.352361,0.770074,0.824841,1.313951,0.800152,0.797947,1.320220,0.821735,0.774211,1.327601,0.770074,0.824841,1.313951,0.784106,0.780473,1.322241,
0.000000,0.000000,0.000000,0.525716,0.930456,1.400172,0.424859,0.835640,1.350100,0.469478,0.444266,1.315315,0.446098,0.058310,1.432690,0.454242,0.048980,1.341967,0.458599,0.076913,1.304834,0.525716,0.930456,1.400172,0.638724,0.838499,1.364289,0.604285,0.451220,1.322953,0.597062,0.080675,1.442282,0.622992,0.046796,1.350481,0.635905,0.043310,1.301461,0.525716,0.930456,1.400172,0.526914,1.030245,1.389688,0.528760,1.127123,1.369923,0.528984,1.227017,1.359296,0.520240,1.320888,1.376156,0.527347,1.416006,1.384489,0.534914,1.511616,1.373171,0.528984,1.227017,1.359296,0.375831,1.292174,1.333729,0.348579,1.043498,1.393921,0.295952,0.879951,1.328244,0.269638,0.798178,1.295406,0.265333,0.773160,1.258029,0.265625,0.750856,1.229229,0.269638,0.798178,1.295406,0.291526,0.770672,1.256677,0.528984,1.227017,1.359296,0.685207,1.308973,1.346649,0.718409,1.052747,1.429420,0.753685,0.901482,1.352145,0.771323,0.825850,1.313508,0.800534,0.799258,1.323844,0.821236,0.775964,1.334454,0.771323,0.825850,1.313508,0.784160,0.782108,1.325996,
0.000000,0.000000,0.000000,0.525557,0.930732,1.400166,0.424746,0.835960,1.349918,0.469556,0.444546,1.315844,0.446053,0.058484,1.432845,0.454266,0.049140,1.342130,0.458662,0.076961,1.304918,0.525557,0.930732,1.400166,0.638581,0.838688,1.364562,0.604345,0.451484,1.322359,0.596719,0.081105,1.442176,0.622918,0.047097,1.350499,0.635947,0.044206,1.301471,0.525557,0.930732,1.400166,0.526615,1.030429,1.388827,0.528403,1.127246,1.368758,0.528737,1.227215,1.358872,0.519875,1.320996,1.376170,0.527048,1.416100,1.384594,0.534772,1.511701,1.373301,0.528737,1.227215,1.358872,0.375673,1.292714,1.333649,0.346697,1.044157,1.393521,0.292926,0.880642,1.328695,0.266040,0.798885,1.296283,0.261912,0.773762,1.258956,0.262324,0.751358,1.230236,0.266040,0.798885,1.296283,0.288102,0.771128,1.257833,0.528737,1.227215,1.358872,0.685053,1.309106,1.346975,0.719940,1.053311,1.430386,0.755556,0.902166,1.353035,0.773364,0.826593,1.314359,0.803192,0.800428,1.324003,0.824467,0.777427,1.334107,0.773364,0.826593,1.314359,0.787133,0.783020,1.326441,
0.000000,0.000000,0.000000,0.525277,0.930846,1.400214,0.424487,0.836102,1.349872,0.469462,0.444675,1.316166,0.445952,0.058550,1.432955,0.454271,0.049237,1.342247,0.458706,0.076929,1.304943,0.525277,0.930846,1.400214,0.638303,0.838726,1.364812,0.604411,0.451563,1.321954,0.596340,0.081232,1.441888,0.622851,0.047072,1.350357,0.636024,0.044717,1.301339,0.525277,0.930846,1.400214,0.526376,1.030592,1.389316,0.528208,1.127447,1.369436,0.528582,1.227380,1.359192,0.519691,1.321213,1.376188,0.526723,1.416337,1.384509,0.534293,1.511944,1.373167,0.528582,1.227380,1.359192,0.375578,1.292822,1.333460,0.344953,1.044239,1.392403,0.290106,0.880779,1.328346,0.262683,0.799049,1.296318,0.258743,0.773117,1.259528,0.259279,0.750069,1.231324,0.262683,0.799049,1.296318,0.284924,0.770288,1.258718,0.528582,1.227380,1.359192,0.684938,1.309193,1.347283,0.721915,1.053533,1.430203,0.757708,0.902089,1.353520,0.775604,0.826367,1.315178,0.805865,0.800635,1.324635,0.827545,0.777975,1.334646,0.775604,0.826367,1.315178,0.790044,0.783069,1.327463,
0.000000,0.000000,0.000000,0.525116,0.930924,1.400136,0.424485,0.836061,1.349697,0.469540,0.444621,1.316256,0.445797,0.058563,1.433222,0.454377,0.049399,1.342523,0.458926,0.076614,1.304883,0.525116,0.930924,1.400136,0.638287,0.838957,1.364799,0.604446,0.451827,1.321611,0.595951,0.081449,1.441373,0.622664,0.047258,1.349912,0.635951,0.044959,1.300923,0.525116,0.930924,1.400136,0.526181,1.030623,1.388818,0.528062,1.127456,1.368834,0.528497,1.227438,1.359078,0.519546,1.321184,1.376519,0.526375,1.416328,1.384774,0.533752,1.511922,1.373189,0.528497,1.227438,1.359078,0.375586,1.293055,1.333240,0.342822,1.044742,1.392168,0.286959,0.881402,1.328685,0.259027,0.799732,1.296943,0.255663,0.772600,1.260971,0.256629,0.748623,1.233564,0.259027,0.799732,1.296943,0.281844,0.769673,1.260730,0.528497,1.227438,1.359078,0.684911,1.309256,1.348001,0.724050,1.053856,1.430731,0.759836,0.901873,1.355118,0.777730,0.825882,1.317311,0.808402,0.800633,1.326742,0.830466,0.778361,1.336788,0.777730,0.825882,1.317311,0.792824,0.782922,1.329989,
0.000000,0.000000,0.000000,0.525126,0.931038,1.399884,0.424821,0.835987,1.349153,0.469979,0.444535,1.315974,0.445837,0.058655,1.433442,0.454459,0.049339,1.342762,0.459050,0.076570,1.305138,0.525126,0.931038,1.399884,0.638593,0.839431,1.364561,0.604641,0.452333,1.321167,0.595489,0.081846,1.440541,0.622415,0.047875,1.349061,0.635858,0.044935,1.300148,0.525126,0.931038,1.399884,0.526022,1.030790,1.389027,0.527892,1.127674,1.369290,0.528399,1.227640,1.359381,0.519376,1.321407,1.376670,0.526051,1.416577,1.384752,0.533310,1.512156,1.372969,0.528399,1.227640,1.359381,0.375587,1.293288,1.333041,0.340189,1.045440,1.392401,0.283443,0.882268,1.329269,0.255070,0.800682,1.297703,0.252073,0.773001,1.262119,0.253297,0.748584,1.235114,0.255070,0.800682,1.297703,0.278235,0.769904,1.262326,0.528399,1.227640,1.359381,0.684880,1.309369,1.348587,0.726371,1.054519,1.431865,0.761603,0.901997,1.357082,0.779218,0.825736,1.319690,0.810374,0.800832,1.328430,0.832910,0.778824,1.337996,0.779218,0.825736,1.319690,0.795062,0.782984,1.332156,
0.000000,0.000000,0.000000,0.525022,0.931110,1.399764,0.424960,0.835920,1.348812,0.470237,0.444476,1.315713,0.445773,0.058701,1.433461,0.454431,0.049303,1.342793,0.459059,0.076503,1.305152,0.525022,0.931110,1.399764,0.638705,0.839748,1.364503,0.604723,0.452691,1.320775,0.594866,0.082067,1.439667,0.622070,0.048750,1.348029,0.635722,0.044354,1.299284,0.525022,0.931110,1.399764,0.525774,1.030843,1.388720,0.527656,1.127720,1.368954,0.528292,1.227715,1.359348,0.519457,1.321469,1.376807,0.525888,1.416664,1.384795,0.532803,1.512246,1.372839,0.528292,1.227715,1.359348,0.375595,1.293617,1.332973,0.337602,1.046365,1.393210,0.280461,0.883217,1.330375,0.251891,0.801643,1.298958,0.249233,0.773211,1.263944,0.250697,0.748209,1.237491,0.251891,0.801643,1.298958,0.275376,0.770007,1.264560,0.528292,1.227715,1.359348,0.684882,1.309298,1.349042,0.729159,1.055265,1.433378,0.763299,0.902102,1.359403,0.780369,0.825521,1.322415,0.812228,0.801305,1.330534,0.835448,0.779851,1.339713,0.780369,0.825521,1.322415,0.797363,0.783262,1.335046,
0.000000,0.000000,0.000000,0.524776,0.931008,1.399662,0.424801,0.835833,1.348514,0.470421,0.444393,1.315841,0.445568,0.058674,1.433693,0.454423,0.049387,1.343033,0.459157,0.076153,1.305095,0.524776,0.931008,1.399662,0.638520,0.839664,1.364549,0.604707,0.452631,1.320479,0.594288,0.081973,1.439218,0.621725,0.049222,1.347446,0.635534,0.043698,1.298860,0.524776,0.931008,1.399662,0.525647,1.030766,1.388855,0.527636,1.127679,1.369272,0.528275,1.227675,1.359684,0.519561,1.321456,1.377056,0.525587,1.416689,1.384901,0.531958,1.512289,1.372784,0.528275,1.227675,1.359684,0.375620,1.293558,1.333021,0.335116,1.046812,1.393697,0.278144,0.883405,1.331384,0.249658,0.801701,1.300227,0.247702,0.772276,1.265996,0.249713,0.746542,1.240292,0.249658,0.801701,1.300227,0.273845,0.769217,1.267132,0.528275,1.227675,1.359684,0.684872,1.309283,1.349695,0.732136,1.055867,1.434263,0.765082,0.901857,1.361516,0.781554,0.824852,1.325142,0.814240,0.801537,1.332580,0.838274,0.780818,1.341347,0.781554,0.824852,1.325142,0.799971,0.783285,1.338072,
0.000000,0.000000,0.000000,0.524529,0.930798,1.399356,0.424601,0.835727,1.347923,0.470727,0.444294,1.315874,0.445600,0.058578,1.433673,0.454551,0.049325,1.343019,0.459339,0.076013,1.305033,0.524529,0.930798,1.399356,0.638287,0.839404,1.364420,0.604721,0.452393,1.319971,0.593633,0.081823,1.438925,0.621375,0.049160,1.347213,0.635358,0.043250,1.298722,0.524529,0.930798,1.399356,0.525422,1.030586,1.388839,0.527489,1.127547,1.369502,0.528265,1.227550,1.359996,0.519650,1.321347,1.377332,0.525179,1.416616,1.385105,0.530923,1.512245,1.372907,0.528265,1.227550,1.359996,0.375756,1.293622,1.332969,0.332821,1.047381,1.394018,0.276075,0.883512,1.332717,0.247702,0.801578,1.302067,0.246610,0.771467,1.268398,0.249281,0.745233,1.243266,0.247702,0.801578,1.302067,0.272732,0.768534,1.270175,0.528265,1.227550,1.359996,0.684978,1.308993,1.350501,0.735499,1.056196,1.435038,0.766802,0.901405,1.363229,0.782454,0.824009,1.327325,0.815790,0.801309,1.333703,0.840494,0.781084,1.341728,0.782454,0.824009,1.327325,0.802055,0.782901,1.339976,
0.000000,0.000000,0.000000,0.524448,0.930762,1.399248,0.424617,0.835704,1.347603,0.470798,0.444256,1.315827,0.445697,0.058442,1.433313,0.454747,0.049235,1.342664,0.459570,0.075820,1.304611,0.524448,0.930762,1.399248,0.638272,0.839381,1.364496,0.604639,0.452459,1.319325,0.592824,0.081926,1.438321,0.621005,0.049098,1.346802,0.635231,0.043026,1.298402,0.524448,0.930762,1.399248,0.525251,1.030555,1.388770,0.527323,1.127537,1.369540,0.528218,1.227556,1.360208,0.519713,1.321337,1.377686,0.524775,1.416640,1.385361,0.529927,1.512278,1.372970,0.528218,1.227556,1.360208,0.375857,1.293810,1.332793,0.329935,1.048489,1.395355,0.273765,0.884076,1.334989,0.245680,0.801869,1.304807,0.245783,0.770970,1.271842,0.249347,0.744154,1.247446,0.245680,0.801869,1.304807,0.271830,0.768121,1.274594,0.528218,1.227556,1.360208,0.685034,1.308876,1.351371,0.739033,1.056833,1.436011,0.769011,0.900649,1.366697,0.784000,0.822557,1.332040,0.818139,0.800485,1.335863,0.843758,0.780741,1.341995,0.784000,0.822557,1.332040,0.805274,0.781866,1.343257,
