root:x,root:y,root:z,lhipjoint:x,lhipjoint:y,lhipjoint:z,lfemur:x,lfemur:y,lfemur:z,ltibia:x,ltibia:y,ltibia:z,lfoot:x,lfoot:y,lfoot:z,ltoes:x,ltoes:y,ltoes:z,ltoes_end:x,ltoes_end:y,ltoes_end:z,rhipjoint:x,rhipjoint:y,rhipjoint:z,rfemur:x,rfemur:y,rfemur:z,rtibia:x,rtibia:y,rtibia:z,rfoot:x,rfoot:y,rfoot:z,rtoes:x,rtoes:y,rtoes:z,rtoes_end:x,rtoes_end:y,rtoes_end:z,lowerback:x,lowerback:y,lowerback:z,upperback:x,upperback:y,upperback:z,thorax:x,thorax:y,thorax:z,lowerneck:x,lowerneck:y,lowerneck:z,upperneck:x,upperneck:y,upperneck:z,head:x,head:y,head:z,head_end:x,head_end:y,head_end:z,lclavicle:x,lclavicle:y,lclavicle:z,lhumerus:x,lhumerus:y,lhumerus:z,lradius:x,lradius:y,lradius:z,lwrist:x,lwrist:y,lwrist:z,lhand:x,lhand:y,lhand:z,lfingers:x,lfingers:y,lfingers:z,lfingers_end:x,lfingers_end:y,lfingers_end:z,lthumb:x,lthumb:y,lthumb:z,lthumb_end:x,lthumb_end:y,lthumb_end:z,rclavicle:x,rclavicle:y,rclavicle:z,rhumerus:x,rhumerus:y,rhumerus:z,rradius:x,rradius:y,rradius:z,rwrist:x,rwrist:y,rwrist:z,rhand:x,rhand:y,rhand:z,rfingers:x,rfingers:y,rfingers:z,rfingers_end:x,rfingers_end:y,rfingers_end:z,rthumb:x,rthumb:y,rthumb:z,rthumb_end:x,rthumb_end:y,rthumb_end:z,
0.000000,0.000000,0.000000,0.562330,1.072158,-1.039188,0.630157,0.962321,-0.974735,0.652938,0.533548,-0.983569,0.691637,0.116122,-1.145715,0.695290,0.076694,-1.009274,0.695329,0.076271,-0.937896,0.562330,1.072158,-1.039188,0.471700,0.971268,-0.995903,0.463900,0.525900,-0.972850,0.466658,0.112572,-1.152133,0.434288,0.064934,-1.019385,0.418259,0.050245,-0.950066,0.562330,1.072158,-1.039188,0.569910,1.194127,-1.050176,0.572231,1.317083,-1.052741,0.568643,1.440922,-1.053436,0.574369,1.545728,-1.062244,0.584489,1.647943,-1.035549,0.583691,1.743492,-0.988936,0.568643,1.440922,-1.053436,0.767442,1.522342,-1.043916,0.854103,1.347209,-0.817625,0.740931,1.521666,-0.838687,0.684345,1.608895,-0.849218,0.687025,1.647156,-0.868470,0.684887,1.677957,-0.884087,0.684345,1.608895,-0.849218,0.665937,1.642309,-0.881038,0.568643,1.440922,-1.053436,0.382771,1.513376,-1.108266,0.381829,1.199173,-1.094306,0.351278,1.009802,-1.017432,0.336003,0.915116,-0.978995,0.319931,0.881400,-0.979055,0.310440,0.852821,-0.978905,0.336003,0.915116,-0.978995,0.336219,0.873614,-0.966873,
0.000000,0.000000,0.000000,0.562371,1.071996,-1.039152,0.630449,0.962358,-0.974624,0.653050,0.533586,-0.983926,0.691510,0.116044,-1.145832,0.695087,0.077007,-1.009277,0.695134,0.076391,-0.937900,0.562371,1.071996,-1.039152,0.471970,0.970944,-0.995768,0.463895,0.525584,-0.972668,0.466709,0.112499,-1.152511,0.434253,0.064806,-1.019804,0.418184,0.050153,-0.950485,0.562371,1.071996,-1.039152,0.569852,1.193963,-1.050223,0.572269,1.316921,-1.052645,0.568887,1.440767,-1.052966,0.574679,1.545583,-1.061608,0.584606,1.647918,-1.035301,0.583581,1.743719,-0.989214,0.568887,1.440767,-1.052966,0.767846,1.521826,-1.043698,0.853682,1.347311,-0.816617,0.740878,1.521936,-0.838245,0.684475,1.609249,-0.849058,0.687183,1.647445,-0.868436,0.685068,1.678193,-0.884160,0.684475,1.609249,-0.849058,0.666109,1.642558,-0.881013,0.568887,1.440767,-1.052966,0.383003,1.513693,-1.107122,0.382527,1.199459,-1.093868,0.352546,1.010020,-1.016937,0.337555,0.915301,-0.978472,0.321539,0.881557,-0.978672,0.312093,0.852963,-0.978591,0.337555,0.915301,-0.978472,0.337696,0.873815,-0.966288,
0.000000,0.000000,0.000000,0.562154,1.071948,-1.039290,0.630080,0.962200,-0.974789,0.652978,0.533448,-0.984283,0.691633,0.115833,-1.145956,0.695419,0.076841,-1.009394,0.695471,0.077166,-0.938015,0.562154,1.071948,-1.039290,0.471597,0.971087,-0.995787,0.464119,0.525724,-0.972545,0.467059,0.112866,-1.152907,0.434448,0.065046,-1.020283,0.418308,0.050512,-0.950957,0.562154,1.071948,-1.039290,0.569700,1.193926,-1.050196,0.572137,1.316886,-1.052462,0.568814,1.440734,-1.052756,0.574918,1.545552,-1.061169,0.584644,1.647963,-1.035087,0.583225,1.743952,-0.989403,0.568814,1.440734,-1.052756,0.767825,1.521696,-1.043754,0.852195,1.347875,-0.815594,0.739527,1.522465,-0.838197,0.683193,1.609760,-0.849499,0.686086,1.647631,-0.869477,0.684123,1.678096,-0.885760,0.683193,1.609760,-0.849499,0.665256,1.642439,-0.882335,0.568814,1.440734,-1.052756,0.382889,1.513759,-1.106637,0.382775,1.199520,-1.093483,0.353690,1.009758,-1.017008,0.339148,0.914876,-0.978770,0.322976,0.881207,-0.978954,0.313394,0.852659,-0.978816,0.339148,0.914876,-0.978770,0.338961,0.873460,-0.966353,
0.000000,0.000000,0.000000,0.562354,1.071582,-1.039560,0.630914,0.962235,-0.975049,0.653477,0.533469,-0.984712,0.691976,0.115835,-1.146374,0.695719,0.076960,-1.009777,0.695717,0.077784,-0.938402,0.562354,1.071582,-1.039560,0.472339,0.970424,-0.995625,0.464479,0.525059,-0.972552,0.467121,0.112479,-1.153554,0.434488,0.064815,-1.020880,0.418343,0.050195,-0.951572,0.562354,1.071582,-1.039560,0.569939,1.193575,-1.050268,0.572505,1.316536,-1.052324,0.569055,1.440381,-1.052653,0.575250,1.545207,-1.060892,0.584859,1.647621,-1.034778,0.583234,1.743626,-0.989134,0.569055,1.440381,-1.052653,0.767980,1.521548,-1.043600,0.851675,1.348017,-0.814972,0.738653,1.522342,-0.837857,0.682143,1.609504,-0.849300,0.685252,1.646936,-0.870058,0.683466,1.677035,-0.887029,0.682143,1.609504,-0.849300,0.664617,1.641421,-0.883094,0.569055,1.440381,-1.052653,0.383075,1.513202,-1.106620,0.383256,1.198981,-1.093039,0.354197,1.008582,-1.018153,0.339668,0.913382,-0.980710,0.323367,0.879777,-0.981111,0.313679,0.851264,-0.981186,0.339668,0.913382,-0.980710,0.339412,0.871847,-0.968700,
0.000000,0.000000,0.000000,0.562396,1.071216,-1.039902,0.631063,0.961988,-0.975304,0.653485,0.533210,-0.984746,0.692097,0.115590,-1.146416,0.695591,0.076937,-1.009750,0.695521,0.077285,-0.938371,0.562396,1.071216,-1.039902,0.472470,0.970052,-0.995795,0.464646,0.524689,-0.972676,0.467219,0.112166,-1.153808,0.434381,0.064548,-1.021167,0.418154,0.050363,-0.951789,0.562396,1.071216,-1.039902,0.570116,1.193210,-1.050507,0.572718,1.316172,-1.052421,0.569072,1.440011,-1.052711,0.575305,1.544863,-1.060576,0.584864,1.647274,-1.034432,0.583141,1.743341,-0.988921,0.569072,1.440011,-1.052711,0.767856,1.521492,-1.043391,0.851104,1.347915,-0.814634,0.738234,1.522353,-0.837402,0.681799,1.609572,-0.848786,0.684970,1.647116,-0.869332,0.683230,1.677352,-0.886063,0.681799,1.609572,-0.848786,0.664074,1.641907,-0.882075,0.569072,1.440011,-1.052711,0.383040,1.512555,-1.106875,0.383441,1.198328,-1.093438,0.354461,1.007647,-1.019242,0.339971,0.912306,-0.982143,0.323559,0.878785,-0.983607,0.313778,0.850322,-0.984624,0.339971,0.912306,-0.982143,0.339694,0.870363,-0.971646,
0.000000,0.000000,0.000000,0.562136,1.071180,-1.040100,0.630518,0.961801,-0.975454,0.653180,0.533021,-0.984192,0.691868,0.115380,-1.145790,0.695317,0.076811,-1.009099,0.695272,0.076668,-0.937719,0.562136,1.071180,-1.040100,0.471955,0.970232,-0.996023,0.464873,0.524879,-0.972465,0.467325,0.112164,-1.153161,0.434364,0.064618,-1.020526,0.418088,0.050709,-0.951103,0.562136,1.071180,-1.040100,0.570089,1.193161,-1.050677,0.572696,1.316124,-1.052549,0.568854,1.439957,-1.052808,0.575166,1.544826,-1.060396,0.584684,1.647282,-1.034413,0.582852,1.743508,-0.989247,0.568854,1.439957,-1.052808,0.767506,1.521751,-1.043416,0.849812,1.348882,-0.813783,0.737535,1.523543,-0.837745,0.681397,1.610874,-0.849727,0.684480,1.648845,-0.869486,0.682667,1.679459,-0.885505,0.681397,1.610874,-0.849727,0.663314,1.644076,-0.881953,0.568854,1.439957,-1.052808,0.382722,1.512220,-1.107001,0.383056,1.197959,-1.094392,0.354640,1.006904,-1.020945,0.340431,0.911375,-0.984222,0.323855,0.877927,-0.985469,0.313936,0.849506,-0.986327,0.340431,0.911375,-0.984222,0.340026,0.869470,-0.973580,
0.000000,0.000000,0.000000,0.562058,1.071156,-1.040250,0.630595,0.961770,-0.975781,0.653231,0.532964,-0.983294,0.691793,0.115548,-1.145501,0.695303,0.077063,-1.008788,0.695310,0.076752,-0.937409,0.562058,1.071156,-1.040250,0.471985,0.970188,-0.995996,0.465351,0.524815,-0.972694,0.467412,0.111828,-1.152771,0.434544,0.064629,-1.019989,0.418304,0.050442,-0.950614,0.562058,1.071156,-1.040250,0.570123,1.193127,-1.050865,0.572793,1.316089,-1.052686,0.568858,1.439919,-1.052770,0.575188,1.544785,-1.060381,0.584607,1.647307,-1.034624,0.582633,1.743646,-0.989703,0.568858,1.439919,-1.052770,0.767457,1.521849,-1.043431,0.848975,1.349683,-0.812991,0.736933,1.524326,-0.838156,0.680912,1.611647,-0.850738,0.683987,1.649784,-0.870177,0.682167,1.680531,-0.885938,0.680912,1.611647,-0.850738,0.662827,1.645111,-0.882690,0.568858,1.439919,-1.052770,0.382627,1.512118,-1.106709,0.383066,1.197817,-1.095130,0.354841,1.006236,-1.022989,0.340728,0.910445,-0.986918,0.324223,0.876940,-0.987298,0.314365,0.848486,-0.987431,0.340728,0.910445,-0.986918,0.340445,0.868812,-0.975251,
0.000000,0.000000,0.000000,0.561885,1.070994,-1.040778,0.630112,0.961232,-0.976621,0.653151,0.532423,-0.982549,0.692025,0.115369,-1.145610,0.695511,0.077038,-1.008853,0.695520,0.076503,-0.937475,0.561885,1.070994,-1.040778,0.471485,0.970384,-0.996376,0.465817,0.524963,-0.973744,0.467567,0.111600,-1.152961,0.435017,0.064834,-1.019948,0.418916,0.050232,-0.950626,0.561885,1.070994,-1.040778,0.570071,1.192966,-1.051286,0.572693,1.315932,-1.052910,0.568737,1.439762,-1.052712,0.575094,1.544645,-1.060051,0.584386,1.647229,-1.034496,0.582253,1.743724,-0.989918,0.568737,1.439762,-1.052712,0.767321,1.521702,-1.043140,0.848551,1.349114,-0.812914,0.736423,1.523806,-0.837348,0.680360,1.611151,-0.849566,0.683551,1.649091,-0.869368,0.681826,1.679680,-0.885446,0.680360,1.611151,-0.849566,0.662458,1.644298,-0.881950,0.568737,1.439762,-1.052712,0.382507,1.512053,-1.106529,0.383412,1.197736,-1.095430,0.355043,1.006141,-1.023382,0.340858,0.910343,-0.987358,0.324378,0.876846,-0.988576,0.314541,0.848396,-0.989405,0.340858,0.910343,-0.987358,0.340558,0.868453,-0.976654,
0.000000,0.000000,0.000000,0.561591,1.071036,-1.041618,0.628670,0.960431,-0.977698,0.652522,0.531646,-0.981891,0.692192,0.114870,-1.145470,0.695525,0.076739,-1.008653,0.695471,0.075834,-0.937279,0.561591,1.071036,-1.041618,0.470147,0.971278,-0.997432,0.465694,0.525834,-0.974974,0.467738,0.111904,-1.152875,0.435434,0.065281,-1.019751,0.419437,0.050529,-0.950438,0.561591,1.071036,-1.041618,0.569954,1.193016,-1.051888,0.572358,1.315991,-1.053115,0.568394,1.439818,-1.052336,0.574768,1.544736,-1.059147,0.583934,1.647404,-1.033883,0.581668,1.744140,-0.989838,0.568394,1.439818,-1.052336,0.766969,1.521726,-1.042315,0.848108,1.348623,-0.812444,0.735759,1.523345,-0.835603,0.679584,1.610707,-0.847183,0.682867,1.648275,-0.867666,0.681215,1.678570,-0.884298,0.679584,1.610707,-0.847183,0.661780,1.643292,-0.880185,0.568394,1.439818,-1.052336,0.382176,1.512349,-1.105874,0.383200,1.198040,-1.094548,0.354230,1.006176,-1.023464,0.339744,0.910243,-0.987921,0.323526,0.876628,-0.989379,0.313913,0.848110,-0.990446,0.339744,0.910243,-0.987921,0.339874,0.868234,-0.977689,
0.000000,0.000000,0.000000,0.561566,1.071288,-1.042098,0.628227,0.960310,-0.978388,0.652186,0.531519,-0.981056,0.692041,0.115016,-1.145285,0.695358,0.076956,-1.008448,0.695282,0.076146,-0.937073,0.561566,1.071288,-1.042098,0.469745,0.971798,-0.998089,0.465380,0.526340,-0.975911,0.467836,0.111981,-1.152806,0.435398,0.065178,-1.019778,0.419321,0.050400,-0.950488,0.561566,1.071288,-1.042098,0.569971,1.193283,-1.052159,0.572325,1.316261,-1.053120,0.568455,1.440089,-1.052011,0.574411,1.545066,-1.058258,0.583473,1.647813,-1.033282,0.581330,1.744824,-0.989839,0.568455,1.440089,-1.052011,0.767092,1.521819,-1.041779,0.848075,1.348643,-0.811908,0.735584,1.523305,-0.834839,0.679339,1.610636,-0.846304,0.682498,1.647812,-0.867510,0.680747,1.677765,-0.884740,0.679339,1.610636,-0.846304,0.661483,1.642472,-0.880001,0.568455,1.440089,-1.052011,0.382290,1.512903,-1.105345,0.383291,1.198561,-1.095017,0.354240,1.006591,-1.024250,0.339714,0.910606,-0.988866,0.323621,0.876930,-0.990309,0.314114,0.848376,-0.991375,0.339714,0.910606,-0.988866,0.340033,0.868588,-0.978673,
