root:x,root:y,root:z,lhipjoint:x,lhipjoint:y,lhipjoint:z,lfemur:x,lfemur:y,lfemur:z,ltibia:x,ltibia:y,ltibia:z,lfoot:x,lfoot:y,lfoot:z,ltoes:x,ltoes:y,ltoes:z,ltoes_end:x,ltoes_end:y,ltoes_end:z,rhipjoint:x,rhipjoint:y,rhipjoint:z,rfemur:x,rfemur:y,rfemur:z,rtibia:x,rtibia:y,rtibia:z,rfoot:x,rfoot:y,rfoot:z,rtoes:x,rtoes:y,rtoes:z,rtoes_end:x,rtoes_end:y,rtoes_end:z,lowerback:x,lowerback:y,lowerback:z,upperback:x,upperback:y,upperback:z,thorax:x,thorax:y,thorax:z,lowerneck:x,lowerneck:y,lowerneck:z,upperneck:x,upperneck:y,upperneck:z,head:x,head:y,head:z,head_end:x,head_end:y,head_end:z,lclavicle:x,lclavicle:y,lclavicle:z,lhumerus:x,lhumerus:y,lhumerus:z,lradius:x,lradius:y,lradius:z,lwrist:x,lwrist:y,lwrist:z,lhand:x,lhand:y,lhand:z,lfingers:x,lfingers:y,lfingers:z,lfingers_end:x,lfingers_end:y,lfingers_end:z,lthumb:x,lthumb:y,lthumb:z,lthumb_end:x,lthumb_end:y,lthumb_end:z,rclavicle:x,rclavicle:y,rclavicle:z,rhumerus:x,rhumerus:y,rhumerus:z,rradius:x,rradius:y,rradius:z,rwrist:x,rwrist:y,rwrist:z,rhand:x,rhand:y,rhand:z,rfingers:x,rfingers:y,rfingers:z,rfingers_end:x,rfingers_end:y,rfingers_end:z,rthumb:x,rthumb:y,rthumb:z,rthumb_end:x,rthumb_end:y,rthumb_end:z,
0.000000,0.000000,0.000000,0.622848,1.065612,-0.009907,0.722140,0.960278,0.035180,0.669169,0.508351,0.011771,0.611792,0.092137,-0.109244,0.669992,0.055517,0.004960,0.700116,0.050797,0.064338,0.622848,1.065612,-0.009907,0.526606,0.966432,0.047940,0.497519,0.520033,0.132359,0.445586,0.093096,0.082871,0.439356,0.050930,0.210165,0.439313,0.055115,0.276976,0.622848,1.065612,-0.009907,0.630192,1.188288,-0.022761,0.637900,1.311922,-0.025883,0.643560,1.435873,-0.026917,0.656547,1.529231,-0.033042,0.663868,1.620469,-0.053726,0.664483,1.716648,-0.070247,0.643560,1.435873,-0.026917,0.858568,1.480482,-0.027774,0.834804,1.190071,-0.045289,0.827780,1.000176,0.021233,0.824268,0.905228,0.054495,0.841560,0.869736,0.058374,0.851851,0.839583,0.061175,0.824268,0.905228,0.054495,0.822518,0.861584,0.068671,0.643560,1.435873,-0.026917,0.437113,1.490464,-0.057107,0.423210,1.191084,-0.090790,0.404052,1.003389,-0.019026,0.394473,0.909540,0.016856,0.377831,0.881820,0.046441,0.368394,0.857617,0.070389,0.394473,0.909540,0.016856,0.400780,0.879856,0.057508,
0.000000,0.000000,0.000000,0.622956,1.065828,-0.010063,0.721782,0.960157,0.035259,0.669269,0.508089,0.013606,0.612027,0.092512,-0.109639,0.669786,0.056925,0.005115,0.699593,0.051698,0.064610,0.622956,1.065828,-0.010063,0.526263,0.967113,0.047827,0.497083,0.520482,0.130972,0.445507,0.093357,0.082740,0.439171,0.051010,0.209969,0.439081,0.055354,0.276769,0.622956,1.065828,-0.010063,0.630492,1.188489,-0.022945,0.638184,1.312127,-0.025959,0.643795,1.436082,-0.026822,0.657160,1.529384,-0.032974,0.664659,1.620652,-0.053461,0.665256,1.716882,-0.069686,0.643795,1.436082,-0.026822,0.858785,1.480780,-0.027318,0.835211,1.190363,-0.044997,0.828035,1.000787,0.022415,0.824447,0.906000,0.056121,0.841520,0.870522,0.060979,0.851625,0.840393,0.064599,0.824447,0.906000,0.056121,0.822403,0.862754,0.071432,0.643795,1.436082,-0.026822,0.437368,1.490628,-0.057231,0.423015,1.191433,-0.092334,0.403856,1.004081,-0.019676,0.394277,0.910405,0.016653,0.377532,0.881337,0.044854,0.368009,0.856040,0.067608,0.394277,0.910405,0.016653,0.400451,0.878823,0.055870,
0.000000,0.000000,0.000000,0.623076,1.065720,-0.010262,0.721629,0.959871,0.035239,0.669131,0.507908,0.011467,0.611990,0.091720,-0.109749,0.669588,0.056075,0.005068,0.699337,0.050737,0.064582,0.623076,1.065720,-0.010262,0.526124,0.967328,0.047744,0.497440,0.521076,0.133068,0.445606,0.094227,0.082707,0.439217,0.051761,0.209894,0.439151,0.056309,0.276680,0.623076,1.065720,-0.010262,0.630758,1.188381,-0.023060,0.638447,1.312024,-0.025873,0.643990,1.435982,-0.026562,0.657784,1.529203,-0.033002,0.665549,1.620474,-0.053379,0.666195,1.716755,-0.069295,0.643990,1.435982,-0.026562,0.858956,1.480801,-0.026479,0.835814,1.190352,-0.044205,0.827982,1.001294,0.024572,0.824066,0.906764,0.058960,0.840901,0.871089,0.063156,0.850805,0.840832,0.066216,0.824066,0.906764,0.058960,0.821737,0.863260,0.073476,0.643990,1.435982,-0.026562,0.437607,1.490453,-0.057399,0.423260,1.191329,-0.093106,0.404025,1.004250,-0.019768,0.394408,0.910711,0.016901,0.377822,0.881426,0.044971,0.368435,0.855971,0.067605,0.394408,0.910711,0.016901,0.400766,0.878951,0.055945,
0.000000,0.000000,0.000000,0.623076,1.065234,-0.010708,0.722881,0.960420,0.034458,0.669754,0.508535,0.010596,0.611818,0.091955,-0.108883,0.669880,0.055072,0.005308,0.700002,0.050965,0.064732,0.623076,1.065234,-0.010708,0.527331,0.965700,0.047354,0.498229,0.519748,0.134095,0.445632,0.093072,0.083066,0.439296,0.051162,0.210440,0.439284,0.055816,0.277219,0.623076,1.065234,-0.010708,0.631010,1.187895,-0.023347,0.639287,1.311505,-0.025964,0.644833,1.435464,-0.026419,0.658572,1.528661,-0.033308,0.666340,1.619921,-0.053728,0.666985,1.716234,-0.069451,0.644833,1.435464,-0.026419,0.859798,1.480280,-0.025738,0.836778,1.189826,-0.043537,0.827977,1.001403,0.026849,0.823577,0.907192,0.062042,0.840253,0.871320,0.065017,0.850018,0.840933,0.067078,0.823577,0.907192,0.062042,0.821130,0.863279,0.075251,0.644833,1.435464,-0.026419,0.438526,1.489992,-0.057658,0.424269,1.190828,-0.093069,0.405013,1.003917,-0.019308,0.395385,0.910462,0.017572,0.378812,0.881390,0.045869,0.369437,0.856112,0.068706,0.395385,0.910462,0.017572,0.401747,0.879041,0.056889,
0.000000,0.000000,0.000000,0.623088,1.065048,-0.011106,0.723988,0.961100,0.033625,0.670448,0.509291,0.009244,0.612198,0.092294,-0.108615,0.670232,0.055448,0.005602,0.700363,0.051155,0.065009,0.623088,1.065048,-0.011106,0.528424,0.964477,0.046942,0.498995,0.518856,0.135263,0.445621,0.092363,0.083530,0.439305,0.050967,0.211073,0.439341,0.055786,0.277841,0.623088,1.065048,-0.011106,0.631314,1.187702,-0.023631,0.640157,1.311275,-0.026120,0.645695,1.435235,-0.026356,0.658978,1.528468,-0.033635,0.666713,1.619742,-0.054006,0.667537,1.716100,-0.069444,0.645695,1.435235,-0.026356,0.860655,1.480063,-0.025149,0.837299,1.189652,-0.043200,0.827888,1.001622,0.028152,0.823183,0.907608,0.063828,0.839784,0.871690,0.066671,0.849484,0.841277,0.068639,0.823183,0.907608,0.063828,0.820687,0.863679,0.076977,0.645695,1.435235,-0.026356,0.439450,1.489802,-0.057935,0.424980,1.190571,-0.092687,0.405863,1.003870,-0.018362,0.396304,0.910520,0.018801,0.379569,0.881820,0.047382,0.370059,0.856831,0.070478,0.396304,0.910520,0.018801,0.402471,0.879521,0.058482,
0.000000,0.000000,0.000000,0.623400,1.065318,-0.011115,0.723974,0.961069,0.033650,0.670601,0.509285,0.008461,0.612724,0.092092,-0.108888,0.670304,0.056238,0.005873,0.700119,0.050902,0.065355,0.623400,1.065318,-0.011115,0.528427,0.965092,0.047026,0.499057,0.519671,0.136365,0.445651,0.093267,0.083935,0.439222,0.051630,0.211394,0.439260,0.056766,0.278138,0.623400,1.065318,-0.011115,0.631612,1.187971,-0.023657,0.640400,1.311549,-0.026060,0.646062,1.435504,-0.026137,0.659041,1.528762,-0.033652,0.666694,1.620076,-0.053874,0.667555,1.716487,-0.068974,0.646062,1.435504,-0.026137,0.861063,1.480117,-0.024320,0.837659,1.189741,-0.042872,0.827886,1.002101,0.029449,0.822999,0.908281,0.065610,0.839438,0.872310,0.068706,0.849001,0.841867,0.070886,0.822999,0.908281,0.065610,0.820301,0.864455,0.079057,0.646062,1.435504,-0.026137,0.439954,1.490313,-0.058190,0.425446,1.191072,-0.092836,0.406374,1.004683,-0.017720,0.396838,0.911488,0.019838,0.379956,0.883667,0.049189,0.370318,0.859371,0.072963,0.396838,0.911488,0.019838,0.402837,0.881582,0.060374,
0.000000,0.000000,0.000000,0.623706,1.065564,-0.011244,0.724074,0.961104,0.033491,0.670717,0.509289,0.008817,0.612667,0.092274,-0.109078,0.670202,0.056614,0.005766,0.699993,0.051643,0.065291,0.623706,1.065564,-0.011244,0.528539,0.965539,0.046926,0.498897,0.520122,0.136194,0.445335,0.093742,0.083714,0.438847,0.052140,0.211181,0.438835,0.057058,0.277941,0.623706,1.065564,-0.011244,0.631814,1.188233,-0.023700,0.640531,1.311818,-0.026020,0.646352,1.435765,-0.026072,0.659537,1.529006,-0.033434,0.666970,1.620383,-0.053454,0.667415,1.716830,-0.068340,0.646352,1.435765,-0.026072,0.861406,1.480103,-0.023903,0.838400,1.189708,-0.042649,0.828339,1.002502,0.030750,0.823308,0.908899,0.067450,0.839644,0.872898,0.070728,0.849120,0.842440,0.073066,0.823308,0.908899,0.067450,0.820492,0.865155,0.081136,0.646352,1.435765,-0.026072,0.440365,1.490842,-0.058447,0.425808,1.191670,-0.093668,0.406637,1.005629,-0.017720,0.397051,0.912608,0.020253,0.380103,0.885392,0.050131,0.370408,0.861579,0.074365,0.397051,0.912608,0.020253,0.402977,0.883476,0.061360,
0.000000,0.000000,0.000000,0.623778,1.065450,-0.011545,0.723599,0.960487,0.033239,0.670694,0.508553,0.009823,0.612603,0.091816,-0.109033,0.670142,0.056210,0.005826,0.699937,0.051789,0.065392,0.623778,1.065450,-0.011545,0.528107,0.966057,0.046881,0.498559,0.520482,0.135390,0.444956,0.094089,0.083068,0.438509,0.052771,0.210629,0.438396,0.056853,0.277446,0.623778,1.065450,-0.011545,0.631947,1.188128,-0.023873,0.640533,1.311726,-0.025942,0.646358,1.435673,-0.025793,0.660745,1.528834,-0.031794,0.667859,1.620242,-0.051789,0.667194,1.716591,-0.067285,0.646358,1.435673,-0.025793,0.861412,1.480000,-0.023367,0.838717,1.189566,-0.041903,0.828047,1.002517,0.031809,0.822711,0.908992,0.068665,0.839264,0.873120,0.072267,0.848923,0.842742,0.074875,0.822711,0.908992,0.068665,0.820151,0.865351,0.082726,0.646358,1.435673,-0.025793,0.440402,1.490809,-0.058260,0.425658,1.191724,-0.094134,0.406574,1.006018,-0.017350,0.397032,0.913164,0.021043,0.380014,0.886071,0.050991,0.370262,0.862357,0.075300,0.397032,0.913164,0.021043,0.402861,0.884202,0.062283,
0.000000,0.000000,0.000000,0.623886,1.065066,-0.011871,0.723382,0.959738,0.032778,0.670945,0.507648,0.011402,0.612768,0.091242,-0.108562,0.670348,0.055456,0.006221,0.700168,0.051294,0.065794,0.623886,1.065066,-0.011871,0.527951,0.966137,0.046908,0.498520,0.520503,0.135159,0.445118,0.094042,0.083186,0.438672,0.052611,0.210711,0.438715,0.057961,0.277438,0.623886,1.065066,-0.011871,0.632036,1.187743,-0.024220,0.640478,1.311356,-0.025985,0.646286,1.435302,-0.025264,0.661681,1.528354,-0.030374,0.668615,1.619747,-0.050501,0.667114,1.715998,-0.066538,0.646286,1.435302,-0.025264,0.861336,1.479648,-0.022897,0.838462,1.189232,-0.041484,0.827323,1.002335,0.032544,0.821753,0.908886,0.069558,0.838595,0.873196,0.073593,0.848500,0.842930,0.076563,0.821753,0.908886,0.069558,0.819534,0.865391,0.084120,0.646286,1.435302,-0.025264,0.440282,1.490559,-0.057219,0.425449,1.191549,-0.093677,0.406504,1.006159,-0.016096,0.397032,0.913464,0.022694,0.380048,0.886506,0.052784,0.370329,0.862910,0.077220,0.397032,0.913464,0.022694,0.402892,0.884748,0.064101,
0.000000,0.000000,0.000000,0.623964,1.064904,-0.012218,0.723720,0.959683,0.032104,0.671258,0.507502,0.012833,0.612561,0.091616,-0.108675,0.670309,0.055345,0.005871,0.700244,0.051640,0.065416,0.623964,1.064904,-0.012218,0.528312,0.965779,0.046692,0.498713,0.520148,0.134903,0.445357,0.093609,0.083527,0.438827,0.052005,0.210991,0.439166,0.059950,0.277459,0.623964,1.064904,-0.012218,0.632166,1.187584,-0.024498,0.640664,1.311197,-0.026027,0.646363,1.435145,-0.024881,0.661753,1.528162,-0.030604,0.668877,1.619572,-0.050591,0.667584,1.715917,-0.066071,0.646363,1.435145,-0.024881,0.861378,1.479674,-0.022768,0.838526,1.189246,-0.041195,0.827097,1.002576,0.033359,0.821383,0.909241,0.070636,0.838427,0.873740,0.075426,0.848502,0.843601,0.079039,0.821383,0.909241,0.070636,0.819413,0.866056,0.086127,0.646363,1.435145,-0.024881,0.440249,1.490329,-0.056247,0.425350,1.191335,-0.092811,0.406112,1.006323,-0.014406,0.396493,0.913817,0.024796,0.379748,0.886966,0.055115,0.370223,0.863457,0.079711,0.396493,0.913817,0.024796,0.402679,0.885252,0.066261,
